,Price,Neighborhood,URL,Date,bicycleframematerial,bicycletype,framesize,suspension,wheelsize,numimage,text,condition,electricassist,make/manufacturer,modelname/number,braketype,handlebartype,days
102,1895.0,woodstock,https://newyork.craigslist.org/mnh/spo/d/woodstock-schwinn-spin-bikes-ac-power/7466173988.html,2022-04-02 15:37,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,14
103,30.0,flushing,https://newyork.craigslist.org/que/bop/d/flushing-saddle/7454450446.html,2022-04-02 12:14,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,15
104,300.0,fairfield ct,https://newyork.craigslist.org/fct/bik/d/fairfield-searching-for-80s-90s-bmx/7454099385.html,2022-04-02 09:28,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,15
105,13.0,great neck,https://newyork.craigslist.org/lgi/bik/d/great-neck-several-used-bikes/7454178293.html,2022-04-02 08:06,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,15
106,300.0,manhattan,https://newyork.craigslist.org/mnh/bik/d/new-york-ecocross-hybrid-bamboo-bike/7465848973.html,2022-04-01 19:08,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,15
107,275.0,11231,https://newyork.craigslist.org/brk/bik/d/brooklyn-ecocross-hybrid-bamboo-bike/7454246323.html,2022-04-01 17:38,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,15
108,999.0,financial district,https://newyork.craigslist.org/mnh/bik/d/new-york-new-se-bikes-big-ripper-29-big/7454773630.html,2022-03-31 20:33,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,16
109,3850.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-crust-bikes-romanceur-canti/7455595269.html,2022-03-31 15:54,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,16
110,125.0,garden city,https://newyork.craigslist.org/lgi/bik/d/new-hyde-park-kids-bicycles-and-bikes/7462313308.html,2022-03-31 11:50,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,17
111,190.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-se-bikes-fixie-bicycle-free/7452972241.html,2022-03-31 11:35,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,17
112,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-bikes-blue-one-is-100/7452325641.html,2022-03-31 08:58,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,17
338,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-bikes-blue-one-is-100/7452325641.html,2022-03-31 08:58,steel,other/unknown,medium,1.0,29,3.0,"1 red mountain bike, 1 black single speed,  blue cruiser.  Robert  show contact info",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,17
339,1900.0,"hudson, fl",https://newyork.craigslist.org/brk/bik/d/hudson-velosolex-2-bikes/7471140556.html,2022-04-14 10:05,steel,other/unknown,other/unknown,0.0,16,0.0,"1972. MADE IN FRANCE!! Two bikes. Both run but have some parts removed. I can't remember why I took things off. All parts present. Box of extra parts. New, tires, tubes, engine rebuild, other new parts. Check uship.com Local pick up. Make Offer?",good,1.0,velosolex,,other/unknown,other/unknown,3
340,300.0,fairfield ct,https://newyork.craigslist.org/fct/bik/d/fairfield-searching-for-80s-90s-bmx/7469059463.html,2022-04-14 10:05,steel,bmx,medium,0.0,20,9.0,"Hello I am on the hunt for 80s and 90s mongoose bmx bikes.  Supergoose Patterson Expert Pro Class Hutch Redline Diamond Back GT SkyWay Webco Moto mags Team Decades Californian  Anything you got, email me pictures and I will respond immediately with a quote, thanks!",other/unknown,0.0,mongoose, Hutch,other/unknown,other/unknown,3
341,190.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-se-bikes-fixie-bicycle-free/7459512735.html,2022-04-14 10:01,titanium,track,large,0.0,,0.0,Pick up in Brooklyn 11229 show contact info  No emails   SE bikes fixie bicycle free wheel single speed fixed bike $190  21.5 inch or 54  см,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,3
342,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-bikes-for-sale/7468978813.html,2022-04-14 08:25,steel,other/unknown,medium,1.0,29,14.0,"Please read the bottom.  Blue Trek ATB with aluminum wheels and components.  Good for riders 5' 5"" to 6'.  $250.  Black single speed $275.  Large Specialized Hybrid.  Almost brand new.  Full suspension, puncture resistant tires, triple crankset, adjustable handlebar stem, and much more.  Good for riders 5' 9"" - 6' 4"".  $275.  White single speed, fully tuned up. Puncture resistant tires.  Good for riders 5' 9 to 5 11"". $250.  And much more..  Robert  show contact info .  All bikes come with FREE SERVICE for life - I was a mechanic - that's like getting your bike for free",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,3
343,800.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-high-end-modern-vintage-road/7465087779.html,2022-04-14 00:22,other/unknown,road,other/unknown,0.0,29,24.0,"Various High End Road race triathlon bikes in like New condition Cannondale trek Fuji Specialized Carbon Aluminum steel frame - some are New. Some are Like new ! All ready to ride !   Prices $800 up to $1500 ( few for more up to 1800 )   Few $650-$800 range   All professionally tuned  All ready to ride  Beautiful condition , some like new.   List Some of the bikes : Specialized Epic carbon 52cm $800 Specialized M2 Super 62cm $800 Vitus 979 56cm $950 Serotta Ti titanium 54cm $1800 Erba cycle bamboo 52cm $1500  Bianchi trofeo 55-56cm  Bianchi Campione campy 64cm $1200 Bianchi Alorro 58cm $880 Bianchi campagnolo 56cm $850 Bianchi Strada LX upright 58cm $850 Fuji finest 2.0 alum carbon 48cm $825 Klein Quantrum upright 44-46cm $850 Windsor professional 58cm $850 Cannondale Creterium 3.0 54cm $725 Cannondale Creterium 3.0 58cm $725 Cannondale Sport alum 67cm $880 Giant TCR 2R aluminum 44-46cm $825 Giant Cadex Carbon vintage 56cm $725 Giant Defy alum Carbon 56cm $900 Giant OCR touring 50cm $825 Felt F80 54cm $800 Trek 2.1 Alpha ser. 58cm $880 Trek 2100 ZR9000 54cm $800 Trek 2100 Composite Pro 54cm $800 Trek 1000 Aluminum 56cm $650 guerciotti  sprint Alan Frm 60cm $950 Tommosini Prestige 54cm Columbus $1200  Pick up anytime in  Rockland county NY 10956￼  by Serious request for purchase in williamsburg brkln on Weekends only - have individual photos. MORE a bikes NOT all listed",excellent,0.0,trek,,other/unknown,drop,3
344,250.0,"williamsburg , brooklyn",https://newyork.craigslist.org/brk/bik/d/brooklyn-road-hybrid-bikes-for-sale/7468894034.html,2022-04-14 00:22,other/unknown,road,other/unknown,0.0,,10.0,"Bike Sale this weekend * Actual bikes for sale plus some more added  See list below ! SATURDAY, April 16         9am to 3pm   SUNDAY,  April  17        10am to 4pm   all bikes are tuned and ready to ride / all sizes women’s men’s road hybrid mountain bikes.  ** see list of bikes below  **   **Williamsburg Brooklyn**  Address for GPS : 400 Driggs ave have  Brooklyn, NY 11211  (100 ft from corner of N 12 st/Driggs ave ) across from McCarren. Across from Dog Run park  More info please text or call :  917-306-6 thousand   - Price range $250-$450 plus  few exceptions$$$ cash preferred   ROAD BIKES :  more bikes added ! puegeot yellow mixtie 54cm  Raleigh Technium 400 50cm  Panasonic DX2000 62cm  Panasonic Sport 500 44cm  Schwinn Le tour blue 54cm  Shogun 400 54cm  Schwinn Varsity Chrome 56vm  Soma 60cm  Saint Tropes La Riviera 56cm  Raleigh Grand prix Upright 54cm  Fuji Absolute 64cm   HYBRIDS  Specialized Crossroads 15” Sm Giant Cypress M 17”  Trek Multitrack 700 Sm 15” Trek Multitrack Stepthroug 17 S/M  Mongoose Stepthrough 17” M  Ross Pocono 18”  Roma Verso 3spd Fende rack 18” Specialized Crossroads 22” XL  Trek 3500 Large 21” Fuji supreme 21” L   Please note: some bikes are new or like new Most are Used, Vintage bicycles , all in great condition, professionally tuned / refurbished by a Bike mechanic and ready to ride!  you can test ride the bikes right on the spot and make your own decision. thank you",excellent,0.0,trek,,other/unknown,other/unknown,3
345,300.0,inwood / wash hts,https://newyork.craigslist.org/mnh/bik/d/new-york-vintage-vista-road-bikes/7471040862.html,2022-04-13 22:39,steel,road,large,0.0,29,2.0,"Rides well New rear cassette Shifts and brakes well  All alloy components 700c wheels Lightweight steel frame Ready to ride  Also available...same bike with 27"" alloy wheels and bullhorn bars Instead of drop type. Same price.",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,3
346,750.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-fuji-sportif-23-racing-bikes/7464634676.html,2022-04-13 22:24,aluminum,road,large,0.0,29,6.0,In like new condition fuji sportif 2.3 Aluminum frame  All Shimano drive train 2x8 Great for 5'5-5'9 riders  54 and 58cm available,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,3
347,100.0,queens,https://newyork.craigslist.org/que/spo/d/rockaway-park-car-bike-rack-for-bikes/7466422353.html,2022-04-13 18:24,other/unknown,other/unknown,other/unknown,0.0,other/unknown,3.0,Model is allen sports 104db   https://www.amazon.com/Allen-Sports-Premier-4-Bike-Trunk/dp/B00C45HSGI,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,3
348,75.0,brooklyn queens manhattan bronx,https://newyork.craigslist.org/brk/mpo/d/astoria-motorcycle-towing-only-for/7470890883.html,2022-04-13 15:52,other/unknown,other/unknown,other/unknown,0.0,other/unknown,2.0,prices vary  give details of the tow to get a price fee amount thanks $40-$200 price told after you give info model locations  3 4 7 4 9 5 5 1 4 1,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,3
349,60.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-nice-hitch-mount-bicycle-rack/7469711138.html,2022-04-13 13:19,steel,mountain,medium,0.0,24,3.0,Great hitched to carry bikes around  For 3 bikes Everything is there..nothing missing. Works great,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
350,200.0,ridgewood,https://newyork.craigslist.org/brk/bik/d/ridgewood-bikes/7467443439.html,2022-04-13 11:54,aluminum,road,medium,0.0,26,2.0,Orange & black fixed gear bike w/ front rack attachment - $200 Purple & white Schwinn cruiser bike w/ basket - $50,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
351,250.0,manhattan,https://newyork.craigslist.org/mnh/bik/d/brooklyn-raleigh-bikes-jazzi-kids-bike/7467650431.html,2022-04-13 11:05,aluminum,road,medium,0.0,20,3.0,"Raleigh Bikes Jazzi Kids Bike,20” in excellent condition. Pick up for $250  Lightweight, durable aluminum step thru frame; designed to fit ages 4 to 8 or 44 to 52 inches tall High tensile steel fork 20 inch wheels keep the bike just the right size Coaster brake Plus rear V brake to help young riders transition from pedal brake to hand brake.",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
352,127.0,upper west side,https://newyork.craigslist.org/mnh/bop/d/new-york-saris-bones-car-trunk-bike/7470726594.html,2022-04-13 10:45,other/unknown,other/unknown,other/unknown,0.0,other/unknown,4.0,"Saris Bones Car Bike Rack, Trunk Carrier, Mount 2-4 Bicycles  Used only once. Mint condition.  Originally $200. Asking $127.  Compatible with most vehicles, fits over most spoilers Separates bikes on different levels Injection-molded arms and legs are the strongest on the market Spring buckle straps with vinyl-coated hook, ratcheting anti-sway straps for a secure hold, and articulated rubber feet to protect paint Built with 100% recyclable materials  30 x 8 x 30 inches Black  Pick up at 2700 Broadway - the Columbia University building with lobby entrance on 103 between Broadway and Amsterdam",excellent,0.0,saris, Bones,other/unknown,other/unknown,4
353,190.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-se-bikes-fixie-bicycle-free/7458315598.html,2022-04-13 09:42,other/unknown,track,large,0.0,,0.0,Pick up in Brooklyn 11229 show contact info  No emails    SE bikes fixie bicycle free wheel single speed fixed bike $190,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
354,190.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-se-bikes-fixie-bicycle-free/7458148083.html,2022-04-13 09:40,other/unknown,track,large,0.0,,0.0,Pick up in Brooklyn 11229 show contact info  No emails    SE bikes fixie bicycle free wheel single speed fixed bike $190,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
355,300.0,fairfield ct,https://newyork.craigslist.org/fct/bik/d/fairfield-searching-for-80s-90s-bmx/7460627517.html,2022-04-13 09:39,steel,bmx,medium,0.0,20,9.0,"Hello I am on the hunt for 80s and 90s mongoose bmx bikes.  Supergoose Patterson Expert Pro Class Hutch Redline Diamond Back GT SkyWay Webco Moto mags Team Decades Californian  Anything you got, email me pictures and I will respond immediately with a quote, thanks!",other/unknown,0.0,mongoose, Hutch,other/unknown,other/unknown,4
356,1.0,staten island,https://newyork.craigslist.org/stn/for/d/staten-island-bikes-weight-bench/7469386305.html,2022-04-13 09:30,other/unknown,other/unknown,other/unknown,0.0,other/unknown,14.0,"Weight bench 30,  medium duty folds up also...Ten speed vintage rides perfect 75 girls bike is 90 rides and shifts perfect  deal can made for both...",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
357,50.0,queens,https://newyork.craigslist.org/que/bik/d/howard-beach-mountain-bike-and-vintage/7463497583.html,2022-04-13 08:39,steel,mountain,small,0.0,26,3.0,$50 each call  show contact info,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
358,180.0,eastchester,https://newyork.craigslist.org/wch/bik/d/eastchester-bikes-galore/7469754763.html,2022-04-13 07:25,aluminum,hybrid/comfort,other/unknown,1.0,27,24.0,"Riad bikes,mountain bikes, we have them all. Prices start at $140 . Look at pictures, if you need a certain type of bike let me know. We have every type of bike. BMX, three wheeled, racing,road,…. show contact info",good,0.0,trek,,u-brakes,flat,4
359,200.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-bmx-bikes-for-sale-gt-haro/7466689729.html,2022-04-13 00:32,other/unknown,bmx,large,0.0,20,24.0,"Various Vintage & Modern Bikes Bmx Dyno VFR GT Vertigo SE Peugeot HARO etc. some Bikes in Great Ready to ride Condition , some need Work , in original condition. sold as is. Price list below :  have individual photos. Please request   1980s scooters   General Sidekick 12.5” $125 Strada variflex 12.5”  $100 Dyno zoot scoot blue 12.5” $125 kent scooter $80  80s Monti T 219 Trialsin $$$ TBA 80s Peugeot black /yelw bmx $200 80s Peugeot blk/ red bmx $180 80s Mountain height $300 80s Raleigh R10 Skyway mags/kkt pedals $450 96 Dyno VFR green  $280 90s GT vertigo red splash  $450 GT vertigo $300 80s Colorado trail cruiser $350 90s Columbia PAD AM $100 90s dimondback viper mini $100 90s Magna Flip400 chrome $300 90s Diamondback Venom $180 90s Raleigh MXR $100 98 Mongoose Hoop-D team $150 1998 Standard STA  $900 Haro Grp1 Fusion $200 Mongoose Ace $125  GT compe $125 ( not vintage )  GT Wise Signature $350 GT Slammer gold $200 HARO Blue $150 SE BRONCO crome $280 SE racing black $250 SE wildman $250 Rhino pro txr $150 Stln “Stolen brand” blue $300 GT gold $225   Location for pick up  no shipping. no holds  Rockland county NY  one individual bike can be brought to williamsburg brooklyn NY on weekends. please inquire  917-Three Zero Six - 6 0 0 0",good,0.0,mongoose,,gyro/bmx,bmx,4
360,200.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-bikes-for-kids-24-trek-giant/7465152007.html,2022-04-13 00:32,aluminum,kids,large,0.0,24,24.0,24” bikes for kids boys girls age 6-10 yo apprx .  all high end good brands  professionally tuned. refurbished ready to ride - one bike for Williamsburg Brkln by request   90s Gary Fisher joshua 24 21spd - $350 Trek Precaliber red  8speed  - $380 Trek precaliber white 7speed  -$380 Trek MT220 Black red blue 21spd  $325 Trek MT220 Black pink white 21spd  $325 Trek Mt220 all Black 21 speed $350 Giant 225 blue  21 spd $225 sold  Giant Revel white 7spd  $280 Giant XTC disk Orange 21spd $350  Schwinn Thrasher Chrome 7spd $300 Diamondback Octane blk 21 speed $225  90s Mongoose Stormer Green 21 spd $150  all professionally tuned. ready to ride.  pick up Rockland County NY 10956 no holds.,excellent,0.0,trek,,other/unknown,flat,4
361,250.0,new york,https://newyork.craigslist.org/brk/bik/d/new-york-bicycles-for-sale-saturday-16/7465597069.html,2022-04-13 00:29,other/unknown,road,other/unknown,0.0,,7.0,"Bike Sale *  bikes for sale  See list below ! adding more styles and sizes 20 each day   Saturday, April 16        9am  to 3pm   Sunday, April 17        10am to 4pm    all bikes are tuned and ready to ride / all sizes women’s men’s road hybrid mountain bikes.  ** see list of bikes below  **   **Williamsburg Brooklyn**  Address for GPS : 400 Driggs ave have  Brooklyn, NY 11211  (100 ft from corner of N 12 st/Driggs ave ) across from McCarren. Across from Dog Run park  More info please text or call :  917-306-6 thousand   - Price range $250-$450 plus  few exceptions$$$ cash preferred   ROAD BIKES :  more bikes added ! Schwinn pink stepthrough 44cm  Schwinn Le tour blue 54cm  Univega Maxima sport 58cm  Schwinn Temp Gold 64cm  Raleigh Grand prix Upright 56cm Raleigh Grand Prix 64cm  Raleigh marathon 60cm  single speed 52cm   HYBRIDS  Specialized Crossroads 15” Sm Raleigh C40 20” M / L  Trek Multitrack Stepthroug 17 S/M  Mongoose Stepthrough 17” M  Schwinn 18”/19” M / L  Ross Pocono 18”  Roma Verso 3spd Fenders rack 18” Motiv Smoothie Alum 18” Specialized Crossroads 22” XL  Diamondback Wildwood 23” XL   Please note: some bikes are new or like new Most are Used, Vintage bicycles , all in great condition, professionally tuned / refurbished by a Bike mechanic and ready to ride!  you can test ride the bikes right on the spot and make your own decision. thank you",excellent,0.0,trek,,other/unknown,other/unknown,4
362,250.0,brooklyn,https://newyork.craigslist.org/brk/snw/d/brooklyn-bike-sale-this-weekend-road/7469537646.html,2022-04-13 00:29,other/unknown,other/unknown,other/unknown,0.0,other/unknown,8.0,bicycles today only - all professionally tuned.  ready to ride !  saturday april 16 9am to 3pm   sunday april 17 10am to 4pm   in Williamsburg Brooklyn   228 N 12 st  brooklyn NY 11211 on Driggs ave ￼  all sizes 46cm 50cm 54cm 56cm 58cm 60cm 64cm road bikes ￼  hybrids XS S M L XL,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
363,200.0,little neck/douglaston,https://newyork.craigslist.org/que/bab/d/little-neck-two-trek-kids-bikes-16/7458551218.html,2022-04-12 19:12,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,"TWO new Trek kids bikes for sale.  16"" wheels.  Training wheels available if needed. Originally bought for $220 each for my twin boys.  Barely used as they preferred to play soccer.   Can sell both for $200.   Colors:  red and orange.  Pick up from Little Neck 11362.",excellent,0.0,trek, Matte Trek Black/Blazin' Orange,other/unknown,other/unknown,4
364,200.0,rockaway beach,https://newyork.craigslist.org/que/bab/d/far-rockaway-two-trek-kids-bikes-16/7458551545.html,2022-04-12 19:12,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,"TWO new Trek kids bikes for sale.  16"" wheels.  Training wheels available if needed. Originally bought for $220 each for my twin boys.  Barely used as they preferred to play soccer.   Can sell both for $200.   Colors:  red and orange.  Pick up from Rockaway Beach, NY 11693.",excellent,0.0,trek, Matte Trek Black/Blazin' Orange,other/unknown,other/unknown,4
365,150.0,battery park,https://newyork.craigslist.org/mnh/bik/d/new-york-zizzo-via-20-foldable/7470530451.html,2022-04-12 18:37,aluminum,folding,large,0.0,20,6.0,"Like new - Zizzo Via 20"" Folding Bikes-Lightweight Aluminum Frame Genuine Shimano 7-Speed 26lbs. Colors are black with red. Bike has only been used a few times, we are moving overseas and need to part with them. All it needs is some air in tires and should be good to hit the road/bike paths! Pick up in NYC (battery park).  The VIA folds down into the following dimensions: (H-27"" L-31"" W-12.5). Folding is easy and with experience, you can fold the bike within 30 seconds or less. When folded the seat post is lowered and used as a tripod with the two wheels to keep it stable in the upright position.  • Lightweight Aluminum frame; Folds in seconds and is easy to carry so you never need to leave it outside • Genuine Shimano components with 7 speeds and grip style shifter • Easy single folding aluminum alloy stem • Folding pedals for easier storage • 20"" Aluminum rims, with black anodized 28H spokes • Strong Magnetic Frame Catch keeps the bike secure when folded • Resin Folding pedals, Wider Comfortable Saddle and Magnet Catcher to hold folded frame securely together. • Folded size: H-27"" L-31"" W-12.5. Weight: 26.5 lb (Lightweight) • Recommended for riders 16-75 years of age (but my 14 year old son rode it quite easily) • serial numbers are XD200110285 and XD200110880",excellent,0.0,zizzo, Via,other/unknown,other/unknown,4
366,50.0,brooklyn,https://newyork.craigslist.org/brk/bop/d/brooklyn-bicycle-car-carrier-brand-new/7467751129.html,2022-04-12 18:31,other/unknown,other/unknown,other/unknown,0.0,other/unknown,0.0,Pick up in Brooklyn 11229 show contact info  No emails,excellent,0.0,other/unknown,,other/unknown,other/unknown,4
367,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-bikes-for-sale-250-each/7467643010.html,2022-04-12 18:27,steel,other/unknown,medium,1.0,29,4.0,"2 red mountain bikes, 1 single speed,  1 red 7 speed road bike. Robert  show contact info",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
368,2800.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-squid-foj-275-hardtail/7469184617.html,2022-04-12 17:36,aluminum,mountain,other/unknown,0.0,other/unknown,9.0,"Built this up as a perfect urban hardtail. Ride it on the streets to the trails, ride the trails, and ride it home. Bike is super fast, and responsive. Perfect for east coast trails.  Would hold onto this, but honestly prefer riding vintage 26er MTBs more.   2020 Squid Fuck Off Johnny (FOJ) Size Large (18.5” Seat Tube, 25.8” Top Tube) 27.5+  Build Specs: *RockShox Recon Silver RL Suspension Fork - 27.5"", 120 mm, 15 x 100 mm, 42 mm Offset, Black, D1  *Hand Built 27.5” Wheelset (Bitex BX211R Boost - Rear Disc Hub (6 Bolt), Bitex MTF10/12 Front Disc Hub (6 Bolt), Kinlin TL-23R Disc Rims (Asymmetrical)  *Continental Cross King - Performance 27.5 x 2.6 Fold ShieldWall TR +  *Shimano XT RD-M8000 Rear Derailleur,  Shimano XT M8000 Shifter  *RaceFace Atlas Cinch Crankset, RaceFace Cinch Chain Ring  *White Industries T47 bottom bracket  *Chris King Tapered NoThreadSet™ EC34|EC44 (1-1/8"" to 1-1/4"" tapered steerer)  *Thomson Elite 31.8mm X4 50mm 0* Stem  *Thomson Elite Seatpost (30.9, Setback)  *WTB Silverado Saddle  *TRP Spyre Mechanical Disc Brake Caliper - Post Mount   *FSA / Origin8 180mm Rotors   *Paul Components Short Pull Levers  *Soma Dream Bars (31.8 mm, Width: 780 mm, Rise: 50mm, Sweep: 25 degrees)  *Oury Grips  *Interloc Racing Design Karbonite MTB Platform Pedals  Frame Specs: * MSRP: $1,550 * Handmade In USA * 6061 Aluminum * 73mm PF30 BB Shell (T47 Upgrade available) * Designed around 120mm (51mm Offset) Fork * 12x148 BOOST Rear Spacing * Tapered 34/44 Headtube",excellent,0.0,other/unknown,,disc (mechanical),other/unknown,4
369,139.0,east village,https://newyork.craigslist.org/mnh/bik/d/new-york-2lady-bikestuned-classical/7470435341.html,2022-04-12 15:15,alloy,cruiser,medium,0.0,26,14.0,"CLEANING OUR GARAGE ( SELLING OUR HOUSE )  SO AS THOSE BIKES THE BIKES GOT TUNED UP LATELY  OLD SCHOOL RALEIGH   BUT BIKE IS NOT OLD  STILL RIDING QUITE ALL RIGHT   19"" GOOD FOR RIDER OVER 53"" TO 5'8"" 3 SPEED FOOT BRAKE AND HAND BRAKE NEW TIRES $139 ALSO A MODERN JAPAN MADE NISHIKI HYBRID 21 SP,     LIKE NEW CONDITION LIKE NEW TIRES.      19"" FRAME  GOOD FOR 5'2"" TO 5'8""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           SHINING   $170",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,4
370,700.0,midtown east,https://newyork.craigslist.org/mnh/bik/d/new-york-se-bikes-pk-ripper-fat-bmx-26/7468519953.html,2022-04-12 11:21,alloy,bmx,large,0.0,26,22.0,"See Photos. Used, adult owned and in nice clean condition rides well. Very comfortable. Aluminum frame & forks. I believe that this is a PK Ripper from 2018? Pick up only will not ship. No trades.",good,0.0,se, Fat,disc (mechanical),bmx,5
372,300.0,fairfield ct,https://newyork.craigslist.org/fct/bik/d/fairfield-searching-for-80s-90s-bmx/7465602093.html,2022-04-12 10:16,steel,bmx,medium,0.0,20,9.0,"Hello I am on the hunt for 80s and 90s mongoose bmx bikes.  Supergoose Patterson Expert Pro Class Hutch Redline Diamond Back GT SkyWay Webco Moto mags Team Decades Californian  Anything you got, email me pictures and I will respond immediately with a quote, thanks!",other/unknown,0.0,mongoose, Hutch,other/unknown,other/unknown,5
373,190.0,brooklyn,https://newyork.craigslist.org/brk/bik/d/brooklyn-se-bikes-fixie-bicycle-free/7457690603.html,2022-04-12 09:53,other/unknown,track,large,0.0,,0.0,Pick up in Brooklyn 11229 show contact info  No emails   SE bikes fixie bicycle free wheel single speed fixed bike $190,other/unknown,0.0,other/unknown,,other/unknown,other/unknown,5
374,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-red-mountain-bikes/7465575510.html,2022-04-12 05:40,steel,mountain,medium,0.0,26,0.0,"Good for riders 5' 6"" to 6' 2. Robert  show contact info .  All purchases come with FREE bike service for life.",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,5
375,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-bikes-for-sale/7465980654.html,2022-04-12 05:40,steel,other/unknown,medium,1.0,29,14.0,"Please read the bottom.  Blue Trek ATB with aluminum wheels and components.  Good for riders 5' 5"" to 6'.  $250.  Black single speed $275.  Large Specialized Hybrid.  Almost brand new.  Full suspension, puncture resistant tires, triple crankset, adjustable handlebar stem, and much more.  Good for riders 5' 9"" - 6' 4"".  $275.  White single speed, fully tuned up. Puncture resistant tires.  Good for riders 5' 9 to 5 11"". $250.  And much more..  Robert  show contact info .  All bikes come with FREE SERVICE for life - I was a mechanic - that's like getting your bike for free",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,5
376,250.0,west village,https://newyork.craigslist.org/mnh/bik/d/new-york-quality-bikes-for-sale/7463538308.html,2022-04-12 05:40,steel,other/unknown,medium,1.0,29,11.0,"Large Specialized Hybrid.  Almost brand new. Full suspension, puncture resistant tires, triple crankset, adjustable handlebar stem, and much more.  Good for riders 5' 9"" - 6' 4"".  $275.  Blue Trek ATB with aluminum wheels and components.  Good for riders 5' 5"" to 6'.  $250.  White Track bike, fully tuned up. Puncture resistant tires.  Good for riders 5' 9 to 5 11"". $250.  All others are $250 too.  Robert  show contact info",other/unknown,0.0,other/unknown,,other/unknown,other/unknown,5
