,Price,Location,URL,Date,Title,num image,text,bicycle frame material,bicycle type,frame size,wheel size,condition,make / manufacturer,brake type,handlebar type,model name / number,suspension,electric assist,year manufactured,paint color,size / dimensions
3772,1000.0,modesto,https://modesto.craigslist.org/bik/d/modesto-2021-se-bikesbig-ripper/7472746973.html,2022-04-18 09:15,2021 SE Bikes...BIG RIPPER 29...Purple Rain,0,,,,,,,,,,,,,,,
3773,10000.0,modesto,https://modesto.craigslist.org/mcy/d/standard-honda-monkey-bikes/7472599632.html,2022-04-17 21:17,"2 Honda Monkey Bikes 2021, 2022",5,"2021 Honda Monkey Bike in like new, stock condition, 4 speed, 415-ish miles. Clean and clear title, street legal. We purchased 2 to take on RV trips, but my wife is just not super comfortable riding.   Firm on price,iIn Sonora 95370. Need to sell not trade.   If the add is the up, the bike is available.",,,,,,,,,,,,,,
3774,1500.0,modesto,https://modesto.craigslist.org/mpo/d/jamestown-pit-bikes/7472482215.html,2022-04-17 13:15,3 PIT BIKES!,0,,,,,,,,,,,,,,,
3775,2.0,modesto,https://modesto.craigslist.org/wan/d/modesto-bmxbikes-bmxbike-parts-and/7470635256.html,2022-04-12 22:45,Bmx:bikes bmx:bike parts and old:bicycles:wanted:bicycle,0,,,,,,,,,,,,,,,
3776,4000.0,modesto,https://modesto.craigslist.org/bik/d/salida-fantic-emountain-bikes-emtb-mtb/7470189261.html,2022-04-11 22:25,Fantic emountain Bikes EMTB mtb,0,,,,,,,,,,,,,,,
3777,100.0,modesto,https://modesto.craigslist.org/bik/d/modesto-bikes-for-sale/7467691288.html,2022-04-08 16:32,Bikes for sale!!,20,"Hi there!  I have 10 bikes up for sale.  Some of them need some work done, such as brakes, new tires (or just deflated), seats, etc.  I have 10 bikes in total,  Prices range from 80-300.  Buy 2 or more and I’ll give you a deal. You can reach me by email or text at 209 five eight 1 six4 one3", other/unknown, other, 26, other/unknown,,,,,,,,,,
3778,2295.0,modesto,https://modesto.craigslist.org/sgd/d/electric-the-mid-drive-ebike-that/7468141217.html,2022-04-07 08:05,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.",,,,, new, Cyberbike,,,,,,,,
3779,180.0,modesto,https://modesto.craigslist.org/bik/d/turlock-mountain-bikes-his-hers-15-speed/7456181469.html,2022-04-06 16:42,2 Mountain bikes/His/Hers/ 15 speed,8,"2 Mountain bikes, 26"" tires, his/hers, 15speed, good condition, recent tune up on both bikes, new tires on both, new YLG wide seats on female bike(very comfy)  (men's bike has it's stock padded seat ) gears works as they should as well as brakes. both have water bottle holders, handle bar bike bells and all reflectors. Paint is scratched a little bit from hauling on bike rack over the years.....good time to own a bike with the gas price as they are and will be for awhile.....these two are ready to be ridden.... $180 for BOTH bikes ..or best offer....... 209- 6o6-21seven seven.....", steel, mountain," 26"" adult", 26 in, good,,,,,,,,,
